BD+55 362 b,BD+55 362,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,265.59,1.04,-1.04,0.0,0.78,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,228.83645,25.42627,-25.42627,0.0,0.72,0.08,-0.08,0.0,,,,,,,,,228.83645,25.42627,-25.42627,0.0,0.72,0.08,-0.08,0.0,Msini,,,,,0.27,0.06,-0.06,0.0,,,,,,,,,0.601,,,-1.0,,,,,BJD,0.0,25.12,1.74,-1.74,0.0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K3,5012.0,78.0,-78.0,0.0,,,,,0.91,0.1,-0.1,0.0,0.18,0.05,-0.05,0.0,[Fe/H],,,,,4.09,0.16,-0.16,0.0,,,,,,,,,2.0,1.0,-1.0,0.0,,,,,-25.65,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.5697,0.0974,-0.0971,9.38,0.03,-0.03,7.331,0.021,-0.021,9.15305,0.000163,-0.000163,2021-05-28,2021-07,2021-05-28
BD-08 2823 c,BD-08 2823,1,1,2,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,237.6,1.5,-1.5,0.0,0.68,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,104.0,10.0,-10.0,0.0,0.33,0.03,-0.03,0.0,,,,,,,,,104.0,10.0,-10.0,0.0,0.33,0.03,-0.03,0.0,Msini,,,,,0.19,0.09,-0.09,0.0,,,,,,,,,,,,,,,,,,0.0,13.4,1.0,-1.0,0.0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,K3 V,4746.0,63.0,-63.0,0.0,,,,,0.74,0.07,-0.07,0.0,-0.07,0.03,-0.03,0.0,[Fe/H],,,,,4.13,0.26,-0.26,0.0,4.5,4.0,-4.0,0.0,,,,,1.4,,,0.0,,,,,53.34,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.000418,-0.000418,2014-05-14,2010-03,2014-05-14
GJ 1148 c,GJ 1148,1,1,2,Radial Velocity,2017,Calar Alto Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609A.117T/abstract target=ref>Trifonov et al. 2018</a>,532.58,4.14,-2.52,0.0,0.912,0.005,-0.002,0.0,,,,,,,,,,,,,,,,,68.06,4.91,-2.19,0.0,0.21414,0.01545,-0.00689,0.0,,,,,,,,,68.06,4.91,-2.19,0.0,0.21414,0.01545,-0.00689,0.0,Msini,,,,,0.342,0.05,-0.062,0.0,,,,,,,,,,,,,,,,,,0.0,11.34,0.79,-0.36,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3287.0,157.0,-157.0,0.0,0.36,0.01,-0.01,0.0,0.34,0.02,-0.02,0.0,,,,,,-1.869,0.097,-0.126,0.0,4.87,0.0,0.0,0.0,,,,,10.5255,0.314,-0.314,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143,0.0064,-0.0065,11.939,0.048,-0.048,6.822,0.016,-0.016,10.5769,0.000593,-0.000593,2017-10-16,2018-02,2017-10-19
GJ 1151 c,GJ 1151,1,1,1,Radial Velocity,2023,Multiple Facilities,Published Confirmed,0,<a refstr=BLANCO_POZO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230104442B/abstract target=ref>Blanco-Pozo et al. 2023</a>,389.7,5.4,-6.5,0.0,0.5714,0.0053,-0.0064,0.0,,,,,,,,,,,,,,,,,10.62,1.31,-1.47,0.0,0.03341,0.00412,-0.00463,0.0,,,,,,,,,10.62,1.31,-1.47,0.0,0.03341,0.00412,-0.00463,0.0,Msini,,,,,,,,,,,,,,,,,,,,,2457798.67,22.0,-20.0,0.0,BJD,0.0,3.1,0.38,-0.43,0.0,<a refstr=BLANCO_POZO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230104442B/abstract target=ref>Blanco-Pozo et al. 2023</a>,M 4.5V,3280.0,40.0,-40.0,0.0,0.18,0.0,0.0,0.0,0.16,0.01,-0.01,0.0,-0.12,0.1,-0.1,0.0,[Fe/H],-2.48,0.002,-0.002,0.0,5.09,0.09,-0.09,0.0,,,,,,,,,2.0,,,1.0,140.0,10.0,-10.0,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h50m55.32s,177.7304866,+48d22m23.64s,48.3732334,8.03625,0.00772,-0.00771,13.76,0.2,-0.2,7.637,0.017,-0.017,11.6938,0.000459,-0.000459,2023-01-23,2023-01,2023-01-23
GJ 163 d,GJ 163,1,1,3,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,603.95116,7.55862,-7.55862,0.0,1.0304,0.0086,-0.0086,0.0,,,,,,,,,,,,,,,,,29.4,2.9,-2.9,0.0,0.0925,0.00912,-0.00912,0.0,,,,,,,,,29.4,2.9,-2.9,0.0,0.0925,0.00912,-0.00912,0.0,Msini,,,,,0.373,0.077,-0.077,0.0,,,,,,,,,,,,,,,,,,0.0,4.42,0.51,-0.51,0.0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285,0.0072,-0.0072,11.79,0.1,-0.1,7.135,0.021,-0.021,10.6771,0.000792,-0.000792,2017-01-24,2013-08,2017-01-26
GJ 229 b,GJ 229,1,2,2,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,579.47495,1.67942,-1.41414,0.0,1.086,0.015,-0.015,0.0,,,,,,,,,,,,,,,,,14.93794,0.95349,-1.27131,0.0,0.047,0.003,-0.004,0.0,,,,,,,,,14.93794,0.95349,-1.27131,0.0,0.047,0.003,-0.004,0.0,Msini,,,,,0.404,0.105,-0.124,0.0,,,,,,,,,,,,,,,,,BJD,0.0,1.966,0.161,-0.167,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.51,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.75624,0.001525,-0.001525,8.15,0.1,-0.1,4.166,0.232,-0.232,7.30724,0.000617,-0.000617,2023-06-14,2022-09,2023-06-14
GJ 3138 d,GJ 3138,1,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,257.8,3.6,-3.5,0.0,0.698,0.018,-0.019,0.0,,,,,,,,,,,,,,,,,10.5,2.3,-2.1,0.0,0.03304,0.00724,-0.00661,0.0,,,,,,,,,10.5,2.3,-2.1,0.0,0.03304,0.00724,-0.00661,0.0,Msini,,,,,0.32,0.2,-0.21,0.0,0.1,,,0.0,,,,,,,,,,,,,,0.0,1.47,0.35,-0.3,0.0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M0,3717.0,49.0,-49.0,0.0,0.5,0.03,-0.03,0.0,0.68,,,0.0,-0.3,0.12,-0.12,0.0,[Fe/H],-1.347,0.063,-0.073,0.0,,,,,,,,,,,,,,,,,42.5,,,0.0,13.6,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712,0.03505,-0.03505,10.8275,0.0459,-0.0459,,,,10.1924,0.000629,-0.000629,2017-03-29,2017-06,2017-03-30
GJ 317 b,GJ 317,1,1,2,Radial Velocity,2007,W. M. Keck Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,695.66,0.355,-0.355,0.0,1.151,0.018,-0.018,0.0,,,,,,,,,,,,,,,,,557.1,18.3,-18.3,0.0,1.75282,0.05758,-0.05758,0.0,,,,,,,,,557.1,18.3,-18.3,0.0,1.75282,0.05758,-0.05758,0.0,Msini,,,,,0.07,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,JD,0.0,71.81,0.58,-0.58,0.0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,,,,,,,,,,0.42,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,15.1968,0.013,-0.0129,12.4,0.2,-0.2,7.028,0.02,-0.02,10.7539,0.000818,-0.000818,2020-09-08,2020-08,2020-09-03
GJ 328 c,GJ 328,1,1,2,Radial Velocity,2023,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604419P/abstract target=ref>Pinamonti et al. 2023</a>,241.8,1.3,-1.7,0.0,0.657,0.026,-0.028,0.0,,,,,,,,,,,,,,,,,21.4,3.4,-3.2,0.0,0.06733,0.0107,-0.01007,0.0,,,,,,,,,21.4,3.4,-3.2,0.0,0.06733,0.0107,-0.01007,0.0,Msini,,,,,,,,,,,,,,,,,,,,,2458478.8,5.4,-5.3,0.0,BJD,0.0,2.95,0.39,-0.38,0.0,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604419P/abstract target=ref>Pinamonti et al. 2023</a>,M0.0,3897.0,71.0,-71.0,0.0,0.63,0.07,-0.07,0.0,0.65,0.08,-0.08,0.0,-0.06,0.09,-0.09,0.0,[Fe/H],-1.08,0.1,-0.1,0.0,4.64,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011,20.5266,0.01685,-0.01685,9.99,0.1,-0.1,6.352,0.026,-0.026,9.2861,0.000382,-0.000382,2023-07-10,2023-06,2023-07-10
GJ 649 b,GJ 649,1,1,1,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604419P/abstract target=ref>Pinamonti et al. 2023</a>,600.1,1.7,-1.7,0.0,1.112,0.035,-0.037,0.0,,,,,,,,,,,,,,,,,81.99973,7.31005,-6.99222,0.0,0.258,0.023,-0.022,0.0,,,,,,,,,81.99973,7.31005,-6.99222,0.0,0.258,0.023,-0.022,0.0,Msini,,,,,0.083,0.068,-0.055,0.0,,,,,,,,,,,,,2459045.4,10.8,-11.7,0.0,BJD,0.0,9.71,0.55,-0.53,0.0,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604419P/abstract target=ref>Pinamonti et al. 2023</a>,M1.0,3734.0,68.0,-68.0,0.0,0.5,0.05,-0.05,0.0,0.51,0.05,-0.05,0.0,-0.15,0.09,-0.09,0.0,[Fe/H],-1.361,0.087,-0.087,0.0,4.76,0.04,-0.04,0.0,,,,,,,,,,,,,24.89,0.34,-0.35,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h58m08.72s,254.5363221,+25d44m31.10s,25.7419719,10.3796,0.00335,-0.00335,9.7,0.1,-0.1,5.624,0.016,-0.016,8.81875,0.000404,-0.000404,2023-07-10,2023-06,2023-07-10
GJ 667 C g,GJ 667 C,1,3,5,Radial Velocity,2013,La Silla Observatory,Published Confirmed,1,<a refstr=ANGLADA_ESCUDE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.126A/abstract target=ref> Anglada-Escude et al. 2013 </a>,256.2,13.8,-7.9,0.0,0.549,0.052,-0.058,0.0,,,,,,,,,,,,,,,,,4.6,2.6,-2.3,0.0,0.014,0.008,-0.007,0.0,,,,,,,,,4.6,2.6,-2.3,0.0,0.014,0.008,-0.007,0.0,Msini,,,,,0.08,0.41,-0.08,0.0,,,,,,,,,,,,,,,,,,0.0,0.95,0.48,-0.44,0.0,<a refstr=ANGLADA_ESCUDE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.126A/abstract target=ref> Anglada-Escude et al. 2013 </a>,M1.5 V,3350.0,50.0,-50.0,0.0,,,,,0.33,0.02,-0.02,0.0,-0.55,0.1,-0.1,0.0,[Fe/H],-1.863,0.028,-0.03,0.0,4.69,0.1,-0.1,0.0,2.0,,,-1.0,,,,,,,,,,,,,6.5,1.0,-1.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,0.00486,-0.00485,10.602,0.023,-0.023,6.036,0.02,-0.02,9.38033,0.000709,-0.000709,2014-05-14,2013-08,2014-05-14
GJ 687 c,GJ 687,1,1,2,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,727.562,12.198,-12.198,0.0,1.165,0.023,-0.023,0.0,,,,,,,,,,,,,,,,,16.0,4.1,-4.1,0.0,0.05034,0.0129,-0.0129,0.0,,,,,,,,,16.0,4.1,-4.1,0.0,0.05034,0.0129,-0.0129,0.0,Msini,,,,,0.4,0.22,-0.22,0.0,,,,,,,,,,,,,,,,,JD,0.0,2.44,0.8,-0.8,0.0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,,,,,,,,,,0.4,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h36m25.00s,264.1041731,+68d20m01.23s,68.3336741,4.54939,0.00068,-0.00068,9.15,0.1,-0.1,4.548,0.021,-0.021,8.02754,0.000862,-0.000862,2020-09-08,2020-10,2020-09-03
GJ 896 A b,GJ 896 A,1,2,1,Astrometry,2022,Very Long Baseline Array,Published Confirmed,0,<a refstr=CURIEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...93C/abstract target=ref>Curiel et al. 2022</a>,284.39,1.47,-1.47,0.0,0.63965,0.00067,-0.00067,0.0,,,,,,,,,718.2922,181.16219,-181.16219,0.0,2.26,0.57,-0.57,0.0,,,,,,,,,,,,,,,,,718.2922,181.16219,-181.16219,0.0,2.26,0.57,-0.57,0.0,Mass,,,,,0.35,0.19,-0.19,0.0,,,,,,,,,69.2,25.61,-25.61,0.0,,,,,JD,0.0,,,,,<a refstr=CURIEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...93C/abstract target=ref>Curiel et al. 2022</a>,M3.5 V,,,,,,,,,0.44,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h31m52.81s,352.9700384,+19d56m13.20s,19.9370011,6.26022,0.003265,-0.003265,10.05,0.1,-0.1,5.326,0.018,-0.018,9.03758,0.000673,-0.000673,2022-09-14,2022-09,2022-09-14
GJ 9066 c,GJ 9066,1,1,1,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=QUIRRENBACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220316504Q/abstract target=ref>Quirrenbach et al. 2022</a>,771.36,1.34,-1.23,0.0,0.88,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,66.74397,6.35657,-6.35657,0.0,0.21,0.02,-0.02,0.0,,,,,,,,,66.74397,6.35657,-6.35657,0.0,0.21,0.02,-0.02,0.0,Msini,,,,,0.46,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,BJD,0.0,18.84,1.3,-1.16,0.0,<a refstr=QUIRRENBACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220316504Q/abstract target=ref>Quirrenbach et al. 2022</a>,M5.0 V,3154.0,54.0,-54.0,0.0,0.16,0.01,-0.01,0.0,0.15,0.01,-0.01,0.0,-0.13,0.19,-0.19,0.0,[Fe/H],-2.595,0.003,-0.003,0.0,5.01,0.06,-0.06,0.0,,,,,,,,,2.0,,,1.0,1.96,0.02,-0.02,0.0,-28.83,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h00m14.12s,30.0588307,+13d02m39.54s,13.0443172,4.471,0.00215,-0.00215,12.71,0.2,-0.2,6.648,0.017,-0.017,10.6711,0.00094,-0.00094,2022-05-03,2022-03,2022-05-03
HD 100655 b,HD 100655,1,2,1,Radial Velocity,2011,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,157.57001,0.65,-0.65,0.0,0.68,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,511.7063,108.0622,-108.0622,0.0,1.61,0.34,-0.34,0.0,,,,,,,,,511.7063,108.0622,-108.0622,0.0,1.61,0.34,-0.34,0.0,Msini,,,,,0.09,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,0.0,35.2,2.3,-2.3,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4891.0,46.0,-46.0,0.0,10.06,0.86,-0.86,0.0,2.28,0.69,-0.69,0.0,0.07,,,0.0,[Fe/H],,,,,2.79,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m03.69s,173.7653631,+20d26m29.55s,20.441541,137.178,0.895,-0.895,6.4421,0.023,-0.023,4.129,0.024,-0.024,6.17883,0.0006786,-0.0006786,2018-09-04,2017-03,2018-09-06
HD 100777 b,HD 100777,1,1,1,Radial Velocity,2007,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,383.70001,1.2,-1.2,0.0,1.03,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,327.3649,12.7132,-12.7132,0.0,1.03,0.04,-0.04,0.0,,,,,,,,,327.3649,12.7132,-12.7132,0.0,1.03,0.04,-0.04,0.0,Msini,,,,,0.36,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,0.0,34.9,0.8,-0.8,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5533.0,3.0,-3.0,0.0,1.04,0.02,-0.02,0.0,0.83,0.04,-0.04,0.0,0.25,,,0.0,[Fe/H],,,,,4.32,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m51.51s,173.9646303,-04d45m19.95s,-4.7555425,49.5336,0.1459,-0.1451,8.42,0.03,-0.03,6.735,0.026,-0.026,8.2387,0.000329,-0.000329,2018-09-04,2017-03,2018-09-06
HD 102272 b,HD 102272,1,1,1,Radial Velocity,2008,McDonald Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,127.58,0.3,-0.3,0.0,0.51,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,1570.0802,203.4112,-203.4112,0.0,4.94,0.64,-0.64,0.0,,,,,,,,,1570.0802,203.4112,-203.4112,0.0,4.94,0.64,-0.64,0.0,Msini,,,,,0.05,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,0.0,155.5,5.6,-5.6,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4790.0,40.0,-40.0,0.0,10.3,0.97,-0.97,0.0,1.45,0.27,-0.27,0.0,-0.41,,,0.0,[Fe/H],,,,,2.58,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m23.53s,176.5980316,+14d07m26.47s,14.1240201,347.097,13.7975,-13.7975,8.69,0.03,-0.03,6.259,0.016,-0.016,8.40499,0.000368,-0.000368,2018-09-04,2017-03,2018-09-06
HD 104985 b,HD 104985,1,1,1,Radial Velocity,2003,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60..539S/abstract target=ref> Sato et al. 2008 </a>,199.505,0.085,-0.085,0.0,0.95,,,0.0,,,,,,,,,,,,,,,,,2637.9,,,0.0,8.3,,,0.0,,,,,,,,,2637.9,,,0.0,8.3,,,0.0,Msini,,,,,0.09,0.009,-0.009,0.0,,,,,,,,,,,,,,,,,,0.0,166.8,1.3,-1.3,0.0,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60..539S/abstract target=ref> Sato et al. 2008 </a>,G9 III,4877.0,,,0.0,11.0,,,0.0,2.3,,,0.0,-0.15,,,0.0,[Fe/H],1.778,,,0.0,2.85,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h05m15.79s,181.3157854,+76d54m19.21s,76.9053359,100.576,0.719,-0.719,5.79389,0.023,-0.023,3.274,0.304,-0.304,5.49698,0.0018904,-0.0018904,2014-05-14,2008-06,2014-05-14
HD 108874 b,HD 108874,1,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,394.48123,0.6,-0.6,0.0,1.04,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,451.3186,28.6047,-28.6047,0.0,1.42,0.09,-0.09,0.0,,,,,,,,,451.3186,28.6047,-28.6047,0.0,1.42,0.09,-0.09,0.0,Msini,,,,,0.13,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,0.0,37.3,1.1,-1.1,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5600.0,37.0,-37.0,0.0,1.05,0.02,-0.02,0.0,1.1,0.09,-0.09,0.0,0.26,,,0.0,[Fe/H],,,,,4.44,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h30m27.02s,187.6126029,+22d52m45.98s,22.8794399,59.5175,0.1585,-0.1576,8.76,0.03,-0.03,7.06,0.024,-0.024,8.57502,0.000319,-0.000319,2018-09-04,2017-03,2018-09-06
HD 109286 b,HD 109286,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,Published Confirmed,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,520.1,2.3,-2.3,0.0,1.259,0.021,-0.022,0.0,,,,,,,,,,,,,,,,,950.30694,47.67426,-47.67426,0.0,2.99,0.15,-0.15,0.0,,,,,,,,,950.30694,47.67426,-47.67426,0.0,2.99,0.15,-0.15,0.0,Msini,,,,,0.338,0.034,-0.035,0.0,0.71,0.06,-0.06,0.0,259.0,6.0,-6.0,0.0,,,,,,,,,BJD,0.0,81.6,2.8,-2.7,0.0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,G4 V,5694.0,23.0,-23.0,0.0,1.09,0.04,-0.04,0.0,0.98,0.05,-0.05,0.0,0.05,0.02,-0.02,0.0,[Fe/H],,,,,4.44,0.04,-0.04,0.0,,,,,,,,,3.8,1.0,-1.0,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m35.00s,188.3958418,+07d16m51.26s,7.2809064,55.4156,0.157,-0.1562,8.78,0.03,-0.03,7.162,0.029,-0.029,8.61599,0.000595,-0.000595,2021-07-26,2021-09,2021-07-26
